Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,E[M],sigmaM,DN,Source
1969,6,30,8,27,26.0,-3.75,-77.044,5.09,0.06,51,ISC
1969,7,11,13,51,23.0,-4.229,-76.804,5.09,0.06,51,ISC
1969,7,25,0,0,0.0,21.611,111.803,5.71,0.17,129,EPRI
1969,8,30,0,0,0.0,-26.77,26.8,4.9,0.25,63,EPRI
1969,9,2,4,59,58.0,57.332,54.615,5.14,0.06,166,ISC
1969,9,8,4,59,57.0,57.258,55.0,5.14,0.06,166,ISC
1969,9,9,0,0,0.0,-2.602,24.744,5.1,0.25,73,EPRI
1969,9,11,0,0,0.0,-33.41,21.8,4.89,0.37,58,EPRI
1969,9,29,0,0,0.0,-33.191,19.335,6.38,0.1,58,EPRI
1969,9,29,0,0,0.0,65.1,6.5,4.75,0.25,183,EPRI
1969,10,13,22,12,13.0,9.81,-62.448,5.05,0.05,52,ISC
1969,10,24,11,45,56.0,24.764,72.518,5.1,0.13,113,Merged
1969,11,20,0,0,0.0,37.4,-81.0,4.5,0.14,224,EPRI
1969,12,17,0,0,0.0,18.11,110.55,4.79,0.25,127,EPRI
1970,1,11,22,49,58.0,-2.538,-77.132,5.14,0.06,51,ISC
1970,1,22,0,0,0.0,48.328,9.094,4.52,0.25,192,EPRI
1970,1,30,5,41,51.0,-4.184,-76.76,5.09,0.06,51,ISC
1970,2,8,0,0,0.0,-27.4,125.073,4.33,0.45,3,EPRI
1970,2,8,19,34,23.0,-2.731,-75.076,5.14,0.06,51,ISC
1970,2,13,0,0,0.0,24.603,68.617,4.88,0.25,113,EPRI
1970,3,8,18,52,14.0,54.968,-116.607,4.945,0.129,242,Merged
1970,3,10,17,15,10.0,-31.091,116.519,5.585,0.141,7,Merged
1970,3,23,0,0,0.0,21.7,73.0,5.37,0.1,115,EPRI
1970,3,24,10,35,18.0,-22.03,126.708,5.96,0.089,9,Merged
1970,4,3,20,40,51.0,-3.398,-77.342,5.01,0.05,51,ISC
1970,4,14,0,0,0.0,-33.17,19.47,5.69,0.2,58,EPRI
1970,6,15,0,0,0.0,-25.97,28.18,4.55,0.37,63,EPRI
1970,6,25,4,59,59.0,52.252,55.452,5.14,0.06,166,ISC
1970,7,20,16,1,46.0,-22.089,126.624,5.19,0.07,9,ISC
1970,7,25,1,35,25.0,25.648,88.603,5.22,0.133,112,Merged
1970,8,22,0,0,0.0,-26.36,27.38,4.52,0.37,63,EPRI
1970,8,27,8,22,51.0,-4.119,-76.536,5.09,0.06,51,ISC
1970,8,29,0,0,0.0,51.1,135.1,5.3,0.25,139,EPRI
1970,9,10,2,42,23.0,29.821,70.393,5.31,0.08,113,ISC
1970,10,14,0,0,0.0,31.226,74.34,5.1,0.25,113,EPRI
1970,10,31,0,0,0.0,-26.78,26.85,4.62,0.37,63,EPRI
1970,11,19,0,0,0.0,-22.19,30.73,4.78,0.37,66,EPRI
1970,12,2,0,0,0.0,68.5,-67.55,5.06,0.15,248,EPRI
1970,12,12,5,37,50.0,-5.85,-74.813,5.09,0.06,51,ISC
1971,1,27,23,22,56.0,-4.464,-75.545,5.14,0.06,51,ISC
1971,2,22,0,0,0.0,-18.425,26.474,4.87,0.25,67,EPRI
1971,7,6,0,0,0.0,-38.423,145.113,4.45,0.32,26,EPRI
1971,7,22,7,43,47.0,-3.738,-77.176,5.09,0.06,51,ISC
1971,7,26,0,0,0.0,-31.37,138.76,4.5,0.37,21,EPRI
1971,8,16,0,0,0.0,28.879,103.673,5.4,0.25,131,EPRI
1971,9,19,11,0,3.0,57.715,41.885,5.01,0.05,166,ISC
1971,10,2,3,19,28.0,64.345,-86.624,5.03,0.051,239,Merged
1971,10,22,5,0,1.0,51.653,54.323,5.53,0.11,166,ISC
1971,11,16,22,50,27.0,-16.882,-64.498,5.05,0.05,51,ISC
1971,11,26,0,0,0.0,79.438,-17.766,5.06,0.25,253,EPRI
1971,12,7,0,0,0.0,55.082,-54.352,5.52,0.15,247,EPRI
1971,12,13,16,19,0.0,-8.928,-71.628,5.45,0.1,51,ISC
1971,12,22,0,38,54.0,-4.083,-76.204,5.31,0.08,51,ISC
1972,1,11,2,38,21.0,-3.705,-77.232,5.14,0.06,51,ISC
1972,1,12,9,59,10.0,-6.838,-71.812,6.05,0.17,51,ISC
1972,1,15,18,8,1.0,57.584,121.055,4.86,0.129,147,Merged
1972,1,21,19,18,57.0,-6.765,-71.892,5.71,0.13,51,ISC
1972,1,21,0,0,0.0,71.84,-74.96,4.56,0.15,248,EPRI
1972,2,3,0,0,0.0,33.31,-80.58,4.31,0.15,218,EPRI
1972,2,12,22,42,22.0,-4.16,-76.972,5.01,0.05,51,ISC
1972,2,25,0,0,0.0,-34.22,147.47,4.5,0.37,27,EPRI
1972,4,5,0,0,0.0,23.0,118.3,4.85,0.37,127,EPRI
1972,4,14,0,0,0.0,40.1,122.5,4.45,0.25,133,EPRI
1972,4,18,0,0,0.0,-31.58,138.62,4.87,0.32,21,EPRI
1972,6,27,6,39,48.0,29.645,70.334,5.31,0.08,113,ISC
1972,6,27,10,49,0.0,29.782,70.358,5.25,0.07,113,ISC
1972,7,1,19,41,46.0,-31.7,116.93,5.05,0.05,7,ISC
1972,8,9,20,51,48.0,56.844,127.676,5.35,0.118,147,Merged
1972,8,28,0,0,0.0,-24.992,136.326,5.28,0.1,5,EPRI
1972,9,2,0,0,0.0,31.39,16.09,5.53,0.19,90,EPRI
1972,9,7,0,0,0.0,45.99,-1.5,5.01,0.25,196,EPRI
1972,9,21,8,59,58.0,52.22,51.75,5.25,0.07,166,ISC
1972,9,30,0,0,0.0,79.88,-107.72,4.49,0.25,250,EPRI
1972,10,21,0,0,0.0,-24.88,115.55,4.71,0.37,3,EPRI
1972,10,24,0,0,0.0,-21.8,-40.5,4.83,0.25,46,EPRI
1972,11,24,8,59,59.0,52.195,51.785,5.05,0.05,166,ISC
1972,12,18,0,0,0.0,-16.7,28.1,5.57,0.17,67,EPRI
1972,12,19,2,43,40.0,-4.858,-77.304,5.05,0.05,51,ISC
1972,12,20,16,11,27.0,-9.854,-71.127,5.05,0.05,51,ISC
1972,12,27,0,0,0.0,76.759,-107.093,6.1,0.3,249,EPRI
1973,3,9,0,0,0.0,-34.14,150.29,5.06,0.19,27,EPRI
1973,3,11,0,0,0.0,-21.96,127.44,4.34,0.45,13,EPRI
1973,3,23,15,15,35.0,66.758,-130.136,5.09,0.06,241,ISC
1973,6,9,13,24,11.0,-4.82,-77.334,5.09,0.06,51,ISC
1973,6,15,0,0,0.0,45.3,-70.9,4.48,0.08,222,EPRI
1973,9,30,4,59,59.0,51.679,54.45,5.38,0.09,166,ISC
1973,10,7,17,5,59.0,8.969,-61.206,5.14,0.06,52,ISC
1973,10,9,4,36,50.0,-4.163,-76.177,5.09,0.06,51,ISC
1973,10,26,5,59,58.0,53.575,55.47,5.19,0.07,166,ISC
1973,11,11,1,53,13.0,-6.067,-75.143,5.09,0.06,51,ISC
1973,11,27,0,47,38.0,31.658,71.854,5.05,0.05,113,ISC
1973,12,15,0,0,0.0,74.2,147.1,4.86,0.25,144,EPRI
1974,2,1,0,0,0.0,-17.882,26.05,4.65,0.37,61,EPRI
1974,2,10,16,29,26.0,-2.762,23.315,5.01,0.05,73,ISC
1974,2,12,8,33,19.0,-5.906,-74.614,5.01,0.05,51,ISC
1974,3,17,0,0,0.0,13.32,30.88,4.8,0.25,82,EPRI
1974,3,21,19,28,23.0,-4.553,-73.372,5.09,0.06,51,ISC
1974,4,1,15,34,18.0,-4.947,-77.247,5.01,0.05,51,ISC
1974,4,3,0,0,0.0,38.6,-88.1,4.29,0.15,230,EPRI
1974,4,22,0,0,0.0,31.6,119.1,5.31,0.1,132,EPRI
1974,5,10,0,0,0.0,28.181,103.994,6.8,0.25,131,EPRI
1974,5,18,2,34,56.0,26.907,71.87,5.19,0.07,113,ISC
1974,6,12,18,20,29.0,-3.931,-76.418,5.09,0.06,51,ISC
1974,7,8,6,0,3.0,53.556,54.737,5.14,0.06,166,ISC
1974,7,29,21,47,50.0,-3.776,-76.022,5.05,0.05,51,ISC
1974,7,29,23,17,28.0,17.249,73.795,5.09,0.06,106,ISC
1974,8,1,0,0,0.0,-16.652,28.004,4.96,0.25,67,EPRI
1974,9,4,0,0,0.0,33.103,13.411,5.68,0.1,90,EPRI
1974,9,23,19,28,15.0,-0.288,12.772,6.08,0.089,73,Merged
1974,9,27,4,9,1.0,2.642,-71.353,5.93,0.124,52,Merged
1974,9,27,12,6,50.0,2.624,-71.451,5.495,0.1,52,Merged
1974,9,30,5,55,40.0,2.506,-71.291,5.14,0.06,52,ISC
1974,10,2,0,59,57.0,65.938,112.639,5.05,0.05,149,ISC
1974,10,8,0,0,0.0,60.6,118.5,4.75,0.25,148,EPRI
1974,10,14,7,45,16.0,-2.425,-76.284,5.25,0.07,51,ISC
1974,10,15,0,0,0.0,-70.55,161.3,4.75,0.25,208,EPRI
1974,11,17,0,0,0.0,-22.0,126.53,4.94,0.25,9,EPRI
1974,12,23,8,14,0.0,-3.099,-75.613,5.01,0.05,51,ISC
1974,12,24,0,0,0.0,-21.81,153.21,4.59,0.37,32,EPRI
1975,1,8,14,39,8.0,9.425,-61.954,5.09,0.06,52,ISC
1975,2,4,11,48,7.0,40.576,122.871,5.38,0.09,133,ISC
1975,2,4,13,40,10.0,39.913,122.75,5.14,0.06,133,ISC
1975,2,11,11,21,35.0,66.902,119.509,5.01,0.05,149,ISC
1975,3,6,0,0,0.0,-17.08,126.38,4.91,0.32,14,EPRI
1975,3,8,0,0,0.0,79.82,-94.07,5.03,0.19,249,EPRI
1975,3,18,17,21,26.0,-4.32,-77.039,6.67,0.24,51,ISC
1975,4,7,1,33,24.0,-0.228,12.783,5.05,0.05,73,ISC
1975,4,15,9,47,46.0,9.425,-61.414,5.4,0.11,52,Merged
1975,4,30,3,8,26.0,28.076,79.587,5.14,0.06,112,ISC
1975,6,3,20,18,2.0,-6.168,-75.183,5.25,0.07,51,ISC
1975,6,6,14,21,8.0,-4.029,-76.906,5.38,0.09,51,ISC
1975,6,23,0,0,0.0,50.592,9.859,4.57,0.32,195,EPRI
1975,6,24,11,11,36.0,33.719,-87.84,5.01,0.05,226,ISC
1975,6,30,0,0,0.0,71.44,-71.19,4.75,0.25,248,EPRI
1975,7,17,8,39,53.0,-3.895,-76.585,5.25,0.07,51,ISC
1975,7,24,0,0,0.0,-21.09,120.47,4.49,0.37,10,EPRI
1975,8,1,7,27,57.0,31.425,-104.012,5.14,0.06,226,ISC
1975,8,16,0,53,55.0,-5.427,-76.03,5.82,0.14,51,ISC
1975,9,2,0,0,0.0,32.83,121.83,4.93,0.19,132,EPRI
1975,9,29,10,59,59.0,69.597,90.553,5.14,0.06,149,ISC
1975,10,3,11,51,6.0,-22.212,126.576,5.2,0.135,9,Merged
1975,10,6,0,0,0.0,44.71,-57.07,5.06,0.14,218,EPRI
1975,11,6,0,11,31.0,29.755,77.846,5.19,0.07,113,ISC
1975,11,7,3,16,32.0,-3.852,-77.064,5.19,0.07,51,ISC
1975,12,21,18,5,42.0,-3.724,-77.274,5.45,0.1,51,ISC
1975,12,27,12,8,0.0,-10.345,-71.0,5.14,0.06,51,ISC
1976,1,18,0,0,0.0,77.816,18.466,5.98,0.19,181,EPRI
1976,1,22,0,0,0.0,8.8,-60.3,4.32,0.45,52,EPRI
1976,2,16,22,6,29.0,58.321,131.014,5.01,0.05,147,ISC
1976,2,19,0,0,0.0,66.41,-135.28,4.94,0.19,241,EPRI
1976,2,22,3,24,47.0,0.15,-59.276,5.25,0.07,52,ISC
1976,2,29,5,59,7.0,-9.198,-71.372,5.05,0.05,51,ISC
1976,3,12,15,59,12.0,-0.46,12.652,5.22,0.133,73,Merged
1976,3,25,0,0,0.0,35.59,-90.48,4.62,0.08,228,EPRI
1976,5,15,0,0,0.0,4.461,19.348,5.43,0.14,84,EPRI
1976,6,4,0,43,43.0,24.506,68.408,5.39,0.118,113,Merged
1976,6,23,0,0,0.0,21.415,88.79,5.06,0.25,118,EPRI
1976,6,27,14,6,37.0,2.792,-71.054,5.05,0.05,52,ISC
1976,7,1,0,0,0.0,-29.559,25.112,5.74,0.1,63,EPRI
1976,8,28,0,0,0.0,43.88,114.17,4.45,0.25,135,EPRI
1976,10,6,0,0,0.0,35.296,124.297,5.32,0.19,132,EPRI
1976,11,5,3,59,58.0,61.382,112.785,5.53,0.11,149,ISC
1976,12,8,0,0,0.0,-27.91,26.71,5.1,0.25,63,EPRI
1976,12,21,4,32,28.0,8.741,-61.695,5.25,0.07,52,ISC
1977,3,24,0,0,0.0,51.48,16.05,4.64,0.19,192,EPRI
1977,4,6,0,0,0.0,61.605,2.466,4.67,0.25,188,EPRI
1977,4,9,4,4,12.0,-10.121,-71.319,5.53,0.11,51,ISC
1977,6,5,19,21,38.0,26.116,88.418,5.19,0.07,112,ISC
1977,7,26,16,59,59.0,69.534,90.457,5.19,0.07,149,ISC
1977,8,2,0,0,0.0,-0.1,-50.0,4.67,0.25,54,EPRI
1977,8,20,21,59,59.0,64.098,99.7,5.31,0.08,149,ISC
1977,9,10,15,59,59.0,57.252,106.614,5.19,0.07,149,ISC
1977,9,26,19,48,50.0,25.385,68.189,5.05,0.05,113,ISC
1977,10,9,16,42,38.0,53.745,-118.041,5.05,0.05,242,ISC
1977,10,19,0,0,0.0,23.229,107.594,5.06,0.19,130,EPRI
1977,11,17,17,56,25.0,-30.535,123.858,5.19,0.07,8,ISC
1978,1,10,20,8,34.0,3.484,-73.644,5.035,0.13,51,Merged
1978,2,5,0,0,0.0,78.24,-107.33,5.08,0.14,249,EPRI
1978,3,24,0,31,23.0,-5.262,-75.748,5.45,0.1,51,ISC
1978,4,3,5,31,34.0,-3.571,-77.142,5.14,0.06,51,ISC
1978,5,1,0,0,0.0,-23.64,115.59,4.76,0.32,3,EPRI
1978,5,5,12,55,23.0,-10.558,-71.08,5.01,0.05,51,ISC
1978,5,6,0,0,0.0,-19.55,126.56,4.89,0.37,11,EPRI
1978,5,8,7,32,29.0,-3.426,-77.32,5.38,0.09,51,ISC
1978,6,16,0,0,0.0,33.01,-100.72,4.49,0.1,231,EPRI
1978,7,11,12,17,7.0,-7.912,-71.287,5.93,0.15,51,ISC
1978,7,28,14,1,29.0,-10.311,-71.051,5.14,0.06,51,ISC
1978,8,9,17,59,59.0,63.63,125.464,5.71,0.13,147,ISC
1978,8,24,17,59,59.0,65.833,112.609,5.38,0.09,149,ISC
1978,8,30,13,38,5.0,37.246,120.172,5.09,0.06,133,ISC
1978,9,3,0,0,0.0,48.283,9.033,5.04,0.17,192,EPRI
1978,9,9,21,38,0.0,2.647,-71.158,5.14,0.06,52,ISC
1978,10,7,23,59,58.0,61.5,112.984,5.38,0.09,149,ISC
1978,10,14,18,48,41.0,26.028,88.324,5.25,0.07,112,ISC
1978,11,7,2,40,25.0,8.538,-62.87,5.05,0.05,52,ISC
1978,11,28,0,0,0.0,-23.34,152.52,4.94,0.25,32,EPRI
1978,12,9,0,0,0.0,23.951,26.353,5.11,0.19,82,EPRI
1979,2,6,0,0,0.0,48.9,116.8,5.02,0.19,136,EPRI
1979,2,12,0,0,0.0,-17.34,-63.63,4.92,0.25,51,EPRI
1979,4,11,16,8,13.0,25.794,88.791,5.14,0.06,112,ISC
1979,4,23,0,0,0.0,-16.616,120.163,6.12,0.08,1,EPRI
1979,5,9,7,29,43.0,-14.364,14.002,5.14,0.06,72,ISC
1979,5,21,0,0,0.0,31.08,110.5,4.92,0.25,130,EPRI
1979,6,1,21,54,0.0,-30.663,117.228,5.14,0.06,7,ISC
1979,6,2,9,47,59.0,-30.819,117.155,6.09,0.089,7,Merged
1979,6,7,6,45,15.0,-30.736,117.269,5.14,0.06,7,ISC
1979,6,27,8,50,39.0,70.061,-96.365,5.135,0.081,239,Merged
1979,7,9,0,0,0.0,31.45,119.25,5.44,0.08,132,EPRI
1979,7,14,0,0,0.0,-18.42,122.82,5.03,0.14,9,EPRI
1979,8,12,17,59,58.0,61.836,122.418,5.19,0.07,147,ISC
1979,8,19,0,0,0.0,47.672,-69.901,4.72,0.12,227,EPRI
1979,9,6,17,59,59.0,64.067,99.663,5.19,0.07,149,ISC
1979,10,5,16,43,16.0,-3.68,-76.236,5.62,0.12,51,ISC
1979,10,7,20,59,58.0,61.799,113.208,5.25,0.07,149,ISC
1979,10,11,4,4,9.0,-30.68,117.335,5.19,0.07,7,ISC
1979,11,1,21,50,47.0,2.562,22.198,5.09,0.06,73,ISC
1979,11,13,6,22,3.0,-2.409,-76.614,5.05,0.05,51,ISC
1979,11,18,13,50,44.0,-6.392,-73.918,5.25,0.07,51,ISC
1979,12,26,0,0,0.0,54.903,-2.683,4.5,0.25,185,EPRI
1980,1,7,23,44,26.0,40.254,125.11,5.355,0.11,133,Merged
1980,2,6,22,13,6.0,17.148,73.883,5.05,0.05,106,ISC
1980,2,10,0,0,0.0,48.9,122.02,5.04,0.17,135,EPRI
1980,3,6,9,46,16.0,-6.135,-71.118,5.04,0.13,51,Merged
1980,3,6,15,13,56.0,-7.596,-71.143,4.96,0.129,51,Merged
1980,3,28,6,16,56.0,-9.25,-71.457,5.09,0.06,51,ISC
1980,4,27,17,0,33.0,28.874,77.758,5.14,0.06,113,ISC
1980,7,27,0,0,0.0,38.18,-83.94,5.01,0.13,226,EPRI
1980,9,2,16,39,14.0,17.216,73.738,5.315,0.1,106,Merged
1980,9,20,7,28,57.0,17.228,73.962,5.14,0.06,106,ISC
1980,9,20,10,45,32.0,17.306,73.736,5.45,0.1,106,ISC
1980,10,27,20,12,14.0,29.217,70.077,5.09,0.06,113,ISC
1980,11,1,12,59,59.0,60.809,97.599,5.38,0.09,149,ISC
1980,11,3,21,44,4.0,29.353,70.147,5.14,0.06,113,ISC
1980,11,4,15,35,26.0,29.273,70.17,5.19,0.07,113,ISC
1980,11,12,21,23,3.0,-8.034,-50.196,4.965,0.129,52,Merged
1980,11,20,0,0,0.0,-4.3,-38.4,5.19,0.08,56,EPRI
1980,12,10,4,35,2.0,-30.579,117.237,5.09,0.06,7,ISC
1981,3,3,8,43,29.0,31.388,73.208,5.18,0.105,113,Merged
1981,3,25,16,26,45.0,61.128,-43.247,5.14,0.06,244,ISC
1981,4,13,21,32,51.0,-8.84,-72.832,5.19,0.07,51,ISC
1981,4,25,14,35,49.0,-3.645,-76.697,5.31,0.08,51,ISC
1981,4,25,0,0,0.0,48.93,121.952,5.02,0.19,135,EPRI
1981,4,27,16,22,34.0,-4.466,-77.054,5.25,0.07,51,ISC
1981,5,26,4,45,54.0,-4.95,-76.358,5.05,0.05,51,ISC
1981,6,16,0,0,0.0,-38.913,144.262,4.81,0.37,23,EPRI
1981,6,18,11,0,39.0,-10.35,135.465,5.04,0.129,13,Merged
1981,6,21,23,59,1.0,-4.928,-76.986,5.45,0.1,51,ISC
1981,7,20,14,16,6.0,31.874,70.693,5.01,0.05,113,ISC
1981,7,23,13,51,24.0,-17.025,-64.894,5.31,0.08,51,ISC
1981,7,23,6,21,52.0,2.2,20.131,5.19,0.07,73,ISC
1981,7,29,22,43,57.0,-2.705,-76.457,5.01,0.05,51,ISC
1981,8,18,13,27,53.0,65.732,-90.319,4.87,0.129,239,Merged
1981,9,3,0,0,0.0,69.62,13.68,4.75,0.25,183,EPRI
1981,9,25,2,50,42.0,30.986,74.681,5.05,0.05,113,ISC
1981,10,7,20,3,46.0,-2.545,-77.005,5.14,0.06,51,ISC
1981,10,18,1,8,29.0,40.537,122.778,5.09,0.06,133,ISC
1981,10,22,13,59,58.0,63.8,97.605,5.31,0.08,149,ISC
1981,11,18,9,17,34.0,-2.276,22.892,5.605,0.103,73,Merged
1981,11,18,10,34,18.0,-2.388,22.806,5.29,0.074,73,Merged
1981,11,21,0,0,0.0,79.52,-108.11,4.7,0.19,249,EPRI
1981,12,15,0,0,0.0,-65.74,133.6,4.75,0.25,213,EPRI
1982,1,9,0,0,0.0,46.98,-66.66,5.47,0.05,222,EPRI
1982,1,31,16,48,31.0,24.261,69.905,5.14,0.06,113,ISC
1982,2,6,15,24,38.0,-30.876,117.579,5.09,0.06,8,ISC
1982,2,13,0,0,0.0,-22.096,126.643,4.74,0.25,9,EPRI
1982,2,14,0,0,0.0,38.27,125.68,5.17,0.15,132,EPRI
1982,2,28,0,0,0.0,37.04,129.6,4.83,0.25,127,EPRI
1982,4,8,0,0,0.0,-24.8,-58.1,4.96,0.19,41,EPRI
1982,4,13,0,0,0.0,-27.926,26.783,4.88,0.25,63,EPRI
1982,5,1,0,0,0.0,31.583,71.41,5.31,0.19,113,EPRI
1982,6,28,0,0,0.0,50.733,7.804,4.51,0.37,195,EPRI
1982,7,29,0,0,0.0,60.118,2.151,4.79,0.25,188,EPRI
1982,7,30,20,59,59.0,53.782,104.121,5.31,0.08,149,ISC
1982,9,25,17,59,59.0,64.345,91.805,5.38,0.09,149,ISC
1982,9,26,14,35,13.0,-3.217,-75.788,5.14,0.06,51,ISC
1982,10,10,4,59,58.0,61.455,112.957,5.45,0.1,149,ISC
1982,10,27,0,0,0.0,23.951,106.049,5.19,0.14,130,EPRI
1982,11,3,0,0,0.0,-20.53,120.48,4.69,0.37,9,EPRI
1982,11,4,0,0,0.0,-80.79,36.9,4.52,0.25,202,EPRI
1982,11,18,14,57,52.0,-1.663,-76.586,6.19,0.18,51,ISC
1982,11,21,0,0,0.0,-37.205,146.956,4.6,0.15,27,EPRI
1983,1,26,6,16,13.0,-30.685,117.203,5.245,0.137,7,Merged
1983,2,8,0,0,0.0,-26.26,-59.89,4.88,0.25,41,EPRI
1983,3,8,0,0,0.0,59.74,5.38,3.28,0.32,179,EPRI
1983,6,2,20,12,50.0,-9.59,-71.184,6.05,0.17,51,ISC
1983,8,4,7,44,28.0,-4.109,-76.713,5.19,0.07,51,ISC
1983,8,5,6,21,43.0,-3.589,-62.135,5.47,0.118,52,Merged
1983,8,21,15,47,17.0,-5.057,-75.84,5.05,0.05,51,ISC
1983,9,20,0,0,0.0,-68.87,122.1,4.45,0.25,202,EPRI
1983,9,25,18,55,28.0,17.39,73.978,5.14,0.06,106,ISC
1983,10,7,10,18,45.0,43.979,-74.334,5.075,0.047,226,Merged
1983,11,8,0,0,0.0,50.63,5.5,4.68,0.2,187,EPRI
1983,11,25,22,56,26.0,-3.823,-76.279,5.62,0.12,51,ISC
1983,11,27,17,48,4.0,-4.958,-76.148,5.09,0.06,51,ISC
1983,12,22,0,0,0.0,11.863,-13.512,6.21,0.12,105,EPRI
1983,12,25,0,0,0.0,-5.09,-73.42,5.1,0.19,51,EPRI
1983,12,29,0,0,0.0,-30.79,138.4,4.62,0.37,21,EPRI
1984,1,17,3,32,8.0,-8.927,-71.308,5.45,0.1,51,ISC
1984,3,16,0,0,0.0,-14.95,123.38,4.64,0.25,14,EPRI
1984,5,11,11,45,24.0,31.557,72.817,5.25,0.07,113,ISC
1984,5,19,0,0,0.0,-67.43,113.0,4.91,0.17,202,EPRI
1984,5,21,0,0,0.0,32.694,121.513,6.06,0.1,132,EPRI
1984,5,29,20,18,30.0,44.242,-105.792,5.25,0.07,238,ISC
1984,6,30,12,45,6.0,-20.122,116.679,5.19,0.07,10,ISC
1984,7,19,0,0,0.0,52.958,-4.398,4.95,0.19,185,EPRI
1984,8,26,17,16,9.0,-5.479,24.939,5.05,0.05,72,ISC
1984,8,31,0,0,0.0,-10.698,126.349,4.5,0.7,1,EPRI
1984,8,31,13,15,38.0,65.743,-134.412,5.25,0.07,241,ISC
1984,9,8,0,59,31.0,44.246,-105.945,5.105,0.081,238,Merged
1984,10,6,10,4,2.0,30.315,73.557,5.05,0.05,113,ISC
1984,10,26,0,0,0.0,-16.465,28.667,5.29,0.14,67,EPRI
1984,11,29,0,0,0.0,-11.614,123.952,4.84,0.25,1,EPRI
1984,12,5,14,14,15.0,27.312,81.699,5.09,0.06,112,ISC
1984,12,24,13,36,45.0,-9.575,-71.381,5.38,0.09,51,ISC
1985,2,1,8,31,46.0,62.861,127.442,5.14,0.06,147,ISC
1985,2,17,23,6,59.0,24.697,85.416,5.09,0.06,111,ISC
1985,3,1,9,19,20.0,57.611,125.22,5.01,0.05,147,ISC
1985,3,8,21,45,20.0,-2.965,-75.378,5.19,0.07,51,ISC
1985,3,13,0,0,0.0,-15.45,121.853,4.83,0.37,1,EPRI
1985,4,7,21,10,13.0,24.482,69.786,5.14,0.06,113,ISC
1985,4,12,0,0,0.0,-23.94,-60.55,5.09,0.14,41,EPRI
1985,4,19,0,0,0.0,-10.552,124.403,5.05,0.25,1,EPRI
1985,4,21,14,57,1.0,-19.952,121.878,5.25,0.07,9,ISC
1985,5,1,13,27,57.0,-9.225,-71.212,6.19,0.18,51,ISC
1985,5,3,15,28,34.0,-9.388,-71.301,5.31,0.08,51,ISC
1985,5,22,13,57,51.0,31.388,73.14,5.31,0.08,113,ISC
1985,5,26,0,0,0.0,37.84,-4.69,4.96,0.19,200,EPRI
1985,7,23,0,0,0.0,-19.14,126.77,4.64,0.25,13,EPRI
1985,7,28,7,39,44.0,-32.325,122.464,5.255,0.105,8,Merged
1985,7,28,10,39,27.0,-32.402,122.251,5.16,0.101,8,Merged
1985,9,10,4,53,35.0,-4.879,-76.603,5.31,0.08,51,ISC
1985,9,27,8,54,43.0,-5.126,-76.993,5.09,0.06,51,ISC
1985,10,4,0,0,0.0,-18.304,48.433,5.53,0.14,71,EPRI
1985,10,23,0,0,0.0,-11.109,125.159,5.77,0.1,1,EPRI
1985,11,3,19,41,9.0,25.832,71.215,5.01,0.05,113,ISC
1985,11,26,19,2,23.0,-3.493,-77.314,5.19,0.07,51,ISC
1985,11,27,23,18,17.0,-30.724,117.427,5.05,0.05,8,ISC
1985,12,21,0,0,0.0,50.14,12.44,4.65,0.32,193,EPRI
1986,1,2,0,0,0.0,-34.484,112.098,5.56,0.19,6,EPRI
1986,1,31,16,46,42.0,41.643,-81.153,4.895,0.104,226,Merged
1986,2,5,0,0,0.0,62.68,5.05,4.69,0.1,183,EPRI
1986,2,10,0,0,0.0,-27.944,26.735,4.88,0.25,63,EPRI
1986,3,24,4,13,2.0,-8.139,133.581,5.25,0.07,13,ISC
1986,3,26,22,6,57.0,-7.187,-71.694,6.05,0.17,51,ISC
1986,3,30,8,53,54.0,-26.26,132.817,5.755,0.079,9,Merged
1986,4,20,9,59,57.0,57.05,-60.08,5.14,0.06,246,ISC
1986,4,20,0,0,0.0,57.4,-59.6,5.07,0.2,247,EPRI
1986,5,2,18,45,12.0,-5.447,24.944,5.19,0.07,72,ISC
1986,5,21,3,56,56.0,-3.505,-76.792,5.19,0.07,51,ISC
1986,7,11,7,17,59.0,-26.147,132.714,5.55,0.14,9,ISC
1986,7,14,6,34,46.0,-9.633,-72.45,5.14,0.06,51,ISC
1986,7,18,0,0,0.0,-16.356,28.502,5.19,0.14,67,EPRI
1986,8,1,0,0,0.0,73.031,56.726,4.68,0.19,156,EPRI
1986,8,15,0,0,0.0,48.638,126.621,4.95,0.14,137,EPRI
1986,8,27,23,44,17.0,-4.705,-76.141,5.09,0.06,51,ISC
1986,10,5,0,0,0.0,-30.546,28.737,5.33,0.14,60,EPRI
1986,10,22,0,0,0.0,22.42,118.79,5.01,0.19,127,EPRI
1986,11,23,1,39,23.0,-3.475,-77.379,7.06,0.29,51,ISC
1986,11,30,0,0,0.0,-5.5,-35.75,5.08,0.14,56,EPRI
1986,12,25,21,2,55.0,-4.877,-76.284,5.14,0.06,51,ISC
1986,12,28,5,27,16.0,-4.436,-76.892,5.09,0.06,51,ISC
1987,1,7,20,1,53.0,-20.066,133.813,5.38,0.09,13,ISC
1987,1,9,11,27,16.0,-20.173,133.627,5.39,0.083,13,Merged
1987,1,26,0,0,0.0,6.373,12.453,4.89,0.14,85,EPRI
