Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,E[M],sigmaM,DN,Source
2010,4,25,23,9,49.0,-7.042,-72.907,5.19,0.07,51,ISC
2010,5,24,16,18,28.0,-8.103,-71.655,6.19,0.18,51,ISC
2010,6,5,21,46,58.0,-33.524,136.812,5.14,0.06,19,ISC
2010,6,5,1,20,0.0,5.035,-72.396,5.19,0.07,52,ISC
2010,6,26,18,40,13.0,-4.768,-77.237,5.25,0.07,51,ISC
2010,7,2,7,28,19.0,-6.13,-75.038,5.01,0.05,51,ISC
2010,9,30,23,30,45.0,-7.946,-71.349,5.25,0.07,51,ISC
2010,10,2,14,54,3.0,-4.348,-76.064,5.19,0.07,51,ISC
2010,10,8,20,16,54.0,-13.961,-49.243,5.25,0.07,48,ISC
2010,10,8,20,25,17.0,-13.802,-49.439,5.09,0.06,48,ISC
2010,10,9,14,4,46.0,-2.748,-76.647,5.38,0.09,51,ISC
2010,10,30,9,54,0.0,-8.014,-71.305,5.05,0.05,51,ISC
2010,11,9,22,46,20.0,25.162,73.706,5.01,0.05,113,ISC
2010,12,11,5,16,27.0,-0.14,25.843,5.09,0.06,73,ISC
2010,12,13,13,5,30.0,-2.973,-77.241,5.09,0.06,51,ISC
2010,12,17,22,14,26.0,-8.565,-71.508,5.19,0.07,51,ISC
2011,2,21,21,59,35.0,-21.136,135.488,5.14,0.06,13,ISC
2011,5,20,20,3,26.0,-23.566,119.504,5.01,0.05,10,ISC
2011,5,20,4,51,45.0,72.855,121.351,5.14,0.06,146,ISC
2011,7,14,5,51,32.0,-20.979,120.501,5.01,0.05,10,ISC
2011,7,25,18,25,10.0,-5.376,-76.604,5.45,0.1,51,ISC
2011,7,26,20,58,28.0,-2.727,-76.714,5.38,0.09,51,ISC
2011,8,15,2,53,17.0,-1.9,-76.999,5.82,0.14,51,ISC
2011,8,22,23,30,20.0,37.039,-104.632,5.14,0.06,255,ISC
2011,8,23,5,46,19.0,37.068,-104.648,5.43,0.13,255,ISC
2011,9,11,12,27,43.0,32.884,-100.831,5.05,0.05,231,ISC
2011,11,6,3,53,10.0,35.55,-96.758,5.89,0.16,231,ISC
2011,11,8,2,46,56.0,35.528,-96.792,5.14,0.06,231,ISC
2011,11,9,18,22,55.0,-4.552,-77.428,5.19,0.07,51,ISC
2011,11,22,18,48,16.0,-15.308,-65.163,6.49,0.22,51,ISC
2011,11,30,2,1,58.0,-4.442,-76.976,5.01,0.05,51,ISC
2012,2,7,2,18,24.0,-3.584,-77.256,5.09,0.06,51,ISC
2012,2,24,2,56,45.0,-2.329,-76.445,5.05,0.05,51,ISC
2012,3,5,7,41,4.0,28.775,76.693,5.25,0.07,113,ISC
2012,3,23,9,25,17.0,-26.151,132.182,5.62,0.14,9,ISC
2012,3,27,23,40,12.0,26.007,87.701,5.19,0.07,112,ISC
2012,5,1,17,11,16.0,44.068,-105.263,5.01,0.05,238,ISC
2012,6,16,0,19,37.0,-2.25,-76.284,5.19,0.07,51,ISC
2012,7,3,13,47,2.0,-4.115,-76.135,5.31,0.08,51,ISC
2012,10,25,11,19,55.0,60.737,-44.154,5.05,0.05,244,ISC
2012,11,25,22,57,43.0,-9.436,-63.096,5.05,0.05,52,ISC
2012,11,28,3,9,48.0,-4.598,-76.128,6.05,0.17,51,ISC
2013,2,12,2,57,50.0,41.314,129.093,5.31,0.08,133,ISC
2013,2,18,4,51,54.0,-3.675,-76.83,5.09,0.06,51,ISC
2013,2,19,16,57,5.0,61.36,-42.672,5.09,0.06,244,ISC
2013,4,11,23,2,52.0,60.767,-44.173,5.14,0.06,244,ISC
2013,5,17,13,43,22.0,45.726,-76.363,5.14,0.06,226,ISC
2013,5,28,4,36,8.0,56.276,-120.558,5.01,0.05,241,ISC
2013,6,9,14,22,14.0,-25.985,132.009,5.75,0.15,9,ISC
2013,6,23,21,16,33.0,48.113,33.395,5.05,0.05,163,ISC
2013,7,12,10,29,41.0,-6.033,-75.188,5.05,0.05,51,ISC
2013,7,18,11,39,11.0,-19.818,133.935,5.01,0.05,13,ISC
2013,10,13,10,50,2.0,-9.658,-72.262,5.05,0.05,51,ISC
2013,11,23,5,44,11.0,37.161,120.027,5.01,0.05,133,ISC
2013,12,28,13,40,47.0,-0.658,-60.258,5.01,0.05,52,ISC
2014,1,4,19,34,27.0,56.795,129.51,5.43,0.13,147,ISC
2014,1,17,7,1,27.0,58.68,101.836,5.01,0.05,149,ISC
2014,2,26,0,0,5.0,-30.63,121.386,5.05,0.05,8,ISC
2014,3,27,10,21,14.0,3.981,-71.438,5.01,0.05,52,ISC
2014,3,30,14,9,59.0,36.157,-97.616,5.01,0.05,231,ISC
2014,4,7,15,27,32.0,-8.269,-71.607,5.25,0.07,51,ISC
2014,4,23,12,42,47.0,56.696,129.638,5.01,0.05,147,ISC
2014,5,8,23,50,10.0,26.363,68.407,5.05,0.05,113,ISC
2014,5,13,18,7,29.0,3.842,-71.452,5.01,0.05,52,ISC
2014,5,22,12,17,58.0,-19.558,-43.412,5.01,0.05,47,ISC
2014,6,25,7,27,37.0,4.044,-71.497,5.01,0.05,52,ISC
2014,8,16,15,50,56.0,57.485,120.89,5.14,0.06,147,ISC
2014,8,29,18,37,30.0,65.547,-122.682,5.31,0.08,241,ISC
2014,10,2,18,1,24.0,37.252,-97.883,5.14,0.06,231,ISC
2014,10,5,13,54,44.0,-4.454,-76.343,5.01,0.05,51,ISC
2014,11,12,21,40,0.0,37.31,-97.57,5.05,0.05,231,ISC
2014,11,26,1,26,24.0,-6.204,-71.899,5.05,0.05,51,ISC
2014,12,3,12,59,27.0,-2.193,-76.835,5.38,0.09,51,ISC
2015,2,1,23,32,58.0,-3.964,-76.633,5.31,0.08,51,ISC
2015,2,24,23,43,17.0,-10.402,23.57,5.14,0.06,72,ISC
2015,4,25,6,26,59.0,26.64,83.973,5.01,0.05,112,ISC
2015,5,6,1,43,41.0,-10.89,-72.253,5.01,0.05,51,ISC
2015,5,21,16,5,31.0,36.818,121.794,5.05,0.05,133,ISC
2015,6,1,10,53,29.0,63.762,155.416,5.09,0.06,140,ISC
2015,6,2,8,22,37.0,-4.06,-76.17,5.19,0.07,51,ISC
2015,7,19,18,1,49.0,43.733,-105.262,5.01,0.05,238,ISC
2015,7,20,20,19,3.0,36.882,-98.165,5.05,0.05,231,ISC
2015,7,27,18,12,14.0,36.017,-97.539,5.01,0.05,231,ISC
2015,9,16,23,13,57.0,-4.208,-76.504,5.19,0.07,51,ISC
2015,9,26,4,51,56.0,60.66,-44.287,5.09,0.06,244,ISC
2015,10,10,9,20,41.0,36.733,-97.862,5.09,0.06,231,ISC
2015,10,23,0,27,40.0,29.618,70.353,5.75,0.15,113,ISC
2015,11,19,7,42,12.0,36.679,-98.32,5.01,0.05,231,ISC
2015,11,23,21,17,46.0,36.83,-98.272,5.09,0.06,231,ISC
2015,11,24,23,44,13.0,-10.546,-71.051,5.05,0.05,51,ISC
2015,11,25,0,28,17.0,-11.053,-70.868,5.05,0.05,51,ISC
2015,11,25,9,26,22.0,-8.543,-71.41,5.05,0.05,51,ISC
2015,11,26,5,45,17.0,-9.214,-71.248,6.33,0.2,51,ISC
2015,11,26,5,56,4.0,-9.045,-71.296,5.14,0.06,51,ISC
2015,11,26,13,42,24.0,-9.752,-71.181,5.14,0.06,51,ISC
2015,11,27,0,52,54.0,-9.317,-71.16,5.31,0.08,51,ISC
2015,11,28,10,59,9.0,3.809,-71.225,5.01,0.05,52,ISC
2015,12,3,15,32,0.0,-3.111,-75.754,5.05,0.05,51,ISC
2015,12,4,13,27,3.0,57.486,120.911,5.14,0.06,147,ISC
2015,12,23,2,34,24.0,-5.797,-74.674,5.01,0.05,51,ISC
2016,1,6,1,30,0.0,41.314,129.046,5.31,0.08,133,ISC
2016,3,26,19,15,36.0,43.635,-105.136,5.01,0.05,238,ISC
2016,5,2,9,21,15.0,-19.91,-44.266,5.01,0.05,47,ISC
2016,5,20,18,14,5.0,-25.628,129.875,6.18,0.17,9,ISC
2016,5,28,15,30,27.0,-32.384,122.469,5.14,0.06,8,ISC
2016,5,28,16,38,44.0,-32.452,122.419,5.19,0.07,8,ISC
2016,6,8,20,18,27.0,-4.252,-76.791,5.19,0.07,51,ISC
2016,7,8,9,40,52.0,-32.387,122.43,5.38,0.09,8,ISC
2016,7,17,11,53,54.0,31.191,74.325,5.01,0.05,113,ISC
2016,8,7,8,15,6.0,47.158,37.633,5.14,0.06,163,ISC
2016,9,3,12,2,44.0,36.432,-96.91,5.89,0.16,231,ISC
2016,9,30,22,35,47.0,-4.019,-76.955,5.09,0.06,51,ISC
2016,11,6,9,54,32.0,-19.142,128.072,5.09,0.06,13,ISC
2016,11,10,22,4,59.0,43.776,-105.269,5.01,0.05,238,ISC
2016,12,9,17,20,47.0,-5.225,-73.452,5.25,0.07,51,ISC
2016,12,18,13,30,11.0,-10.017,-71.048,6.19,0.18,51,ISC
2017,1,2,13,13,48.0,-4.942,-76.335,6.19,0.18,51,ISC
2017,1,31,23,38,27.0,-3.291,-76.838,5.14,0.06,51,ISC
2017,3,25,18,6,47.0,-4.467,-76.888,5.14,0.06,51,ISC
2017,3,28,11,15,31.0,-3.123,-75.756,5.01,0.05,51,ISC
2017,4,9,14,4,4.0,-3.858,-75.73,5.01,0.05,51,ISC
2017,4,13,17,1,20.0,-25.627,129.888,5.01,0.05,9,ISC
2017,4,18,17,49,53.0,-2.664,-75.261,5.89,0.16,51,ISC
2017,6,1,22,55,54.0,29.009,76.777,5.05,0.05,113,ISC
2017,6,9,17,16,12.0,-22.252,121.2,5.09,0.06,10,ISC
2017,6,19,4,16,33.0,-3.606,-77.097,5.05,0.05,51,ISC
2017,8,6,4,21,50.0,-19.212,128.009,5.19,0.07,13,ISC
2017,9,3,3,30,0.0,41.32,129.049,5.55,0.14,133,ISC
2017,11,6,11,18,2.0,-2.421,-76.75,5.01,0.05,51,ISC
2017,12,18,18,39,39.0,40.531,122.999,5.01,0.05,133,ISC
2018,1,21,7,30,56.0,-3.243,-75.75,5.01,0.05,51,ISC
2018,1,23,23,54,52.0,-2.724,-76.691,5.05,0.05,51,ISC
2018,3,15,20,13,29.0,-8.521,-71.457,5.01,0.05,51,ISC
2018,4,12,6,6,14.0,57.497,120.95,5.09,0.06,147,ISC
2018,6,18,6,26,48.0,-26.192,121.693,5.01,0.05,8,ISC
2018,6,20,2,54,34.0,-32.403,122.588,5.01,0.05,8,ISC
2018,7,2,22,33,50.0,-28.565,119.821,5.05,0.05,8,ISC
2018,7,18,1,29,38.0,-5.573,-76.491,5.09,0.06,51,ISC
2018,8,22,16,23,33.0,-3.045,-75.511,5.19,0.07,51,ISC
2018,9,9,3,19,35.0,-4.119,-75.99,5.01,0.05,51,ISC
2018,9,9,3,19,46.0,-4.031,-75.812,5.05,0.05,51,ISC
2018,9,10,20,6,35.0,43.686,-105.183,5.49,0.14,238,ISC
2018,10,20,18,42,22.0,-5.193,-77.007,5.25,0.07,51,ISC
2018,11,1,17,29,1.0,-21.754,122.3,5.05,0.05,3,ISC
2018,12,14,9,56,3.0,-2.996,-75.522,5.09,0.06,51,ISC
2019,1,4,8,49,50.0,-2.868,-76.291,5.05,0.05,51,ISC
2019,1,5,19,25,38.0,-8.18,-71.644,6.67,0.24,51,ISC
2019,1,8,10,0,9.0,-4.628,-74.009,5.62,0.12,51,ISC
2019,1,18,21,26,59.0,-3.28,-76.775,5.82,0.14,51,ISC
2019,2,27,1,27,31.0,-2.4,-77.07,5.05,0.05,51,ISC
2019,3,21,16,33,4.0,66.637,-130.38,5.05,0.05,241,ISC
2019,3,28,15,39,56.0,-2.869,-76.788,5.05,0.05,51,ISC
2019,4,16,3,19,29.0,-8.098,-71.698,5.14,0.06,51,ISC
2019,4,28,17,48,22.0,9.335,-63.082,5.19,0.07,52,ISC
2019,5,15,19,31,43.0,57.47,120.772,5.05,0.05,147,ISC
2019,5,16,4,4,55.0,-2.353,-76.99,5.14,0.06,51,ISC
2019,5,26,5,9,10.0,23.225,86.89,5.05,0.05,111,ISC
2019,5,29,23,40,22.0,-4.708,-75.198,5.09,0.06,51,ISC
2019,5,30,2,26,52.0,-21.315,131.929,5.45,0.1,13,ISC
2019,6,19,23,2,59.0,-4.015,-76.042,5.19,0.07,51,ISC
2019,6,20,14,30,6.0,-33.302,119.494,5.14,0.06,8,ISC
2019,6,22,8,50,24.0,39.107,-99.334,5.09,0.06,255,ISC
2019,7,12,13,31,8.0,-2.648,22.891,5.01,0.05,73,ISC
2019,7,14,5,39,25.0,-18.268,120.438,6.68,0.2,9,ISC
2019,7,14,5,59,17.0,-18.372,120.555,5.45,0.1,9,ISC
2019,7,14,6,23,17.0,-18.622,120.76,5.14,0.06,9,ISC
2019,7,14,7,26,36.0,-18.181,120.449,5.14,0.06,9,ISC
2019,7,14,23,1,37.0,-18.334,120.315,5.53,0.11,9,ISC
2019,7,16,22,10,22.0,-18.562,120.648,5.05,0.05,9,ISC
2019,7,19,9,21,27.0,-18.242,120.347,5.09,0.06,9,ISC
2019,7,20,0,18,3.0,-18.129,120.329,5.01,0.05,9,ISC
2019,7,23,11,44,56.0,-2.36,-76.294,5.19,0.07,51,ISC
2019,8,1,23,3,57.0,-18.357,120.383,5.09,0.06,9,ISC
2019,8,1,1,22,16.0,-19.87,133.848,5.53,0.11,13,ISC
2019,8,8,8,16,54.0,-18.501,120.289,5.01,0.05,9,ISC
2019,8,19,21,1,6.0,-18.432,120.273,5.05,0.05,9,ISC
2019,8,19,22,49,29.0,-18.289,120.253,5.14,0.06,9,ISC
2019,9,7,18,49,55.0,-13.337,21.537,5.01,0.05,72,ISC
2019,9,15,22,5,29.0,-30.325,117.858,5.19,0.07,8,ISC
2019,9,16,5,54,16.0,-3.791,-76.348,5.01,0.05,51,ISC
2019,9,24,3,51,38.0,-18.194,120.376,5.01,0.05,9,ISC
2019,10,23,9,54,47.0,-17.713,120.19,5.05,0.05,9,ISC
2020,1,16,2,3,14.0,-4.106,-77.016,5.01,0.05,51,ISC
2020,1,30,22,10,11.0,-3.73,-75.403,5.31,0.08,51,ISC
2020,2,5,7,57,22.0,-4.46,-77.409,5.31,0.08,51,ISC
2020,2,8,9,57,3.0,-4.451,-77.375,5.01,0.05,51,ISC
2020,4,17,14,56,54.0,65.9,-37.752,5.01,0.05,239,ISC
2020,5,17,19,27,12.0,-4.376,-77.087,5.05,0.05,51,ISC
2020,5,21,12,57,32.0,-9.719,23.916,5.25,0.07,72,ISC
2020,6,7,10,31,17.0,-4.01,-76.982,5.62,0.12,51,ISC
2020,8,4,11,44,5.0,-5.467,22.89,5.09,0.06,73,ISC
2020,8,30,10,44,30.0,-13.065,-39.618,5.09,0.06,47,ISC
2020,9,25,14,19,45.0,-2.801,-76.689,5.01,0.05,51,ISC
2020,11,12,8,43,2.0,-4.694,-77.239,5.01,0.05,51,ISC
2020,11,23,3,50,19.0,73.066,-96.036,5.19,0.07,239,ISC
2021,1,7,23,52,56.0,-4.484,-75.438,5.05,0.05,51,ISC
2021,1,11,6,5,48.0,-3.619,-74.77,5.01,0.05,51,ISC
2021,1,18,18,46,13.0,58.058,126.273,5.05,0.05,147,ISC
2021,1,22,13,20,40.0,0.453,21.609,5.05,0.05,73,ISC
2021,1,31,19,5,13.0,2.686,-59.586,5.68,0.15,52,ISC
2021,2,7,7,29,6.0,-21.708,116.392,5.01,0.05,10,ISC
2021,2,15,20,48,52.0,-3.91,-77.172,5.01,0.05,51,ISC
2021,3,17,17,37,52.0,-8.526,134.92,5.19,0.07,13,ISC
2021,3,20,23,45,59.0,3.931,-71.445,5.19,0.07,52,ISC
2021,3,22,4,37,45.0,3.9,-71.385,5.45,0.1,52,ISC
2021,3,26,15,57,42.0,2.688,-59.578,5.05,0.05,52,ISC
2021,4,28,3,26,40.0,-0.57,-61.625,5.09,0.06,52,ISC
2021,5,4,8,1,46.0,-4.85,-76.574,5.05,0.05,51,ISC
2021,5,22,19,45,13.0,-3.858,-77.406,5.09,0.06,51,ISC
2021,6,10,11,20,14.0,60.067,-73.929,5.05,0.05,236,ISC
2021,6,21,13,23,6.0,-3.054,-76.413,5.05,0.05,51,ISC
2021,7,16,20,42,48.0,-3.517,-77.29,5.38,0.09,51,ISC
2021,8,15,5,40,1.0,-3.653,-77.077,5.53,0.11,51,ISC
2021,9,2,8,42,17.0,-3.812,-76.352,5.14,0.06,51,ISC
2021,9,9,1,14,24.0,-6.918,-72.71,5.14,0.06,51,ISC
2021,9,10,5,16,17.0,-22.43,119.482,5.05,0.05,10,ISC
2021,9,27,21,52,34.0,-6.892,-72.751,5.01,0.05,51,ISC
2021,10,2,12,52,34.0,-9.63,-71.21,5.82,0.14,51,ISC
2021,10,9,6,54,12.0,63.344,158.466,5.14,0.06,140,ISC
2021,10,10,0,20,39.0,-11.686,-71.607,5.55,0.14,51,ISC
2021,11,2,0,3,1.0,-3.118,-76.377,5.01,0.05,51,ISC
2021,11,20,2,12,57.0,-19.874,133.93,5.01,0.05,13,ISC
2021,12,6,6,30,50.0,-2.808,-77.256,5.31,0.08,51,ISC
2021,12,13,13,28,45.0,-4.369,-75.789,5.01,0.05,51,ISC
2021,12,28,1,55,43.0,32.292,-101.775,5.01,0.05,231,ISC
2021,12,31,17,17,57.0,-5.587,-76.166,5.01,0.05,51,ISC
2022,1,19,1,56,34.0,60.765,-44.056,5.01,0.05,244,ISC
2022,1,24,21,24,48.0,-33.291,117.13,5.19,0.07,7,ISC
2022,1,27,4,52,46.0,60.735,-44.191,5.01,0.05,244,ISC
2022,1,31,17,10,20.0,36.862,-97.782,5.14,0.06,231,ISC
2022,2,3,15,58,56.0,-4.509,-76.907,6.67,0.24,51,ISC
2022,2,11,23,59,44.0,-33.371,116.97,5.14,0.06,7,ISC
2022,2,14,23,56,27.0,-8.534,134.907,5.14,0.06,13,ISC
2022,2,26,10,46,10.0,69.332,118.471,5.14,0.06,146,ISC
2022,2,27,20,3,19.0,56.789,125.018,5.05,0.05,147,ISC
2022,4,18,5,54,24.0,14.79,108.175,5.09,0.06,123,ISC
2022,5,14,22,27,28.0,-8.513,-71.509,5.01,0.05,51,ISC
2022,5,29,17,22,4.0,-33.335,117.043,5.01,0.05,7,ISC
2022,5,29,23,54,4.0,-33.355,116.99,5.09,0.06,7,ISC
2022,6,1,15,46,10.0,31.748,-104.559,5.01,0.05,231,ISC
2022,6,8,0,55,46.0,-9.074,-71.242,6.19,0.18,51,ISC
2022,6,8,1,53,29.0,-9.086,-71.266,5.09,0.06,51,ISC
2022,6,23,7,49,18.0,-12.585,-69.486,5.05,0.05,51,ISC
2022,7,9,0,52,2.0,16.937,75.766,5.05,0.05,106,ISC
2022,7,10,22,46,59.0,-28.79,116.975,5.05,0.05,7,ISC
2022,7,21,2,40,57.0,-30.426,117.772,5.09,0.06,8,ISC
2022,7,21,13,35,58.0,31.683,-104.425,5.09,0.06,231,ISC
2022,8,19,19,42,45.0,28.083,81.278,5.09,0.06,112,ISC
2022,8,21,12,53,7.0,-30.945,117.25,5.09,0.06,7,ISC
2022,8,23,7,8,7.0,14.693,108.154,5.09,0.06,123,ISC
2022,9,1,16,23,30.0,31.627,-103.953,5.05,0.05,231,ISC
2022,9,19,20,44,30.0,-28.726,116.151,5.01,0.05,7,ISC
2022,10,28,23,19,59.0,-3.759,-76.329,5.01,0.05,51,ISC
2022,10,31,13,22,44.0,-2.418,-76.274,5.53,0.11,51,ISC
2022,11,2,5,6,43.0,-2.412,-76.292,5.01,0.05,51,ISC
2022,11,11,12,34,45.0,-8.598,-71.447,5.25,0.07,51,ISC
2022,11,14,3,35,23.0,-30.901,118.368,5.01,0.05,8,ISC
2022,11,16,21,32,44.0,31.625,-103.999,5.55,0.14,231,ISC
2022,11,24,19,14,19.0,31.618,-103.981,5.05,0.05,231,ISC
2022,11,24,19,19,28.0,31.61,-103.985,5.14,0.06,231,ISC
2022,11,29,23,50,59.0,56.128,-116.564,5.05,0.05,242,ISC
2022,11,30,0,55,54.0,56.117,-116.711,5.43,0.13,242,ISC
2022,11,30,1,24,20.0,56.064,-116.674,5.01,0.05,242,ISC
2022,11,30,2,55,37.0,56.1,-116.674,5.05,0.05,242,ISC
2022,12,11,14,34,48.0,-31.792,125.955,5.01,0.05,19,ISC
2022,12,19,0,57,5.0,-3.47,-77.064,5.25,0.07,51,ISC
2022,12,30,4,57,19.0,60.696,-44.04,5.01,0.05,244,ISC
2023,1,5,5,12,18.0,-33.808,118.287,5.09,0.06,7,ISC
2023,1,6,20,55,39.0,60.795,-44.1,5.05,0.05,244,ISC
2023,2,5,0,39,56.0,-33.386,117.07,5.01,0.05,7,ISC
2023,2,8,21,10,7.0,-18.427,120.211,5.25,0.07,9,ISC
2023,2,16,10,29,5.0,32.747,-100.641,5.05,0.05,231,ISC
2023,3,13,3,11,48.0,-3.848,-76.552,5.05,0.05,51,ISC
2023,3,16,14,46,16.0,56.02,-116.66,5.14,0.06,242,ISC
2023,3,16,14,59,8.0,56.01,-116.834,5.25,0.07,242,ISC
2023,3,19,23,5,4.0,63.236,158.236,5.19,0.07,140,ISC
2023,4,4,13,35,24.0,-3.083,-75.709,5.14,0.06,51,ISC
2023,4,5,6,19,29.0,-9.405,-71.489,5.31,0.08,51,ISC
2023,4,5,11,25,6.0,-4.568,-75.536,5.01,0.05,51,ISC
2023,4,16,5,0,8.0,-22.673,117.01,5.01,0.05,10,ISC
2023,4,17,9,2,57.0,-18.141,120.294,5.14,0.06,9,ISC
2023,4,23,16,27,48.0,30.367,71.061,5.09,0.06,113,ISC
2023,5,22,7,51,11.0,-17.181,-64.126,5.14,0.06,51,ISC
2023,5,27,3,27,50.0,-0.738,-60.225,5.05,0.05,52,ISC
2023,6,30,1,52,27.0,3.033,-73.683,5.05,0.05,51,ISC
2023,8,3,0,27,36.0,71.35,-53.07,4.8,0.0,239,ISC
2023,8,14,10,59,50.0,-2.354,-76.74,5.01,0.05,51,ISC
2023,8,22,22,58,2.0,31.642,-104.31,5.38,0.09,231,ISC
2023,8,23,10,19,46.0,39.419,122.233,5.05,0.05,133,ISC
2023,8,26,8,38,46.0,37.044,-104.937,5.05,0.05,255,ISC
2023,8,31,9,27,43.0,-13.445,17.25,5.05,0.05,72,ISC
2023,9,22,10,14,53.0,-10.016,-72.916,5.05,0.05,51,ISC
2023,10,18,5,41,2.0,31.668,-104.457,5.14,0.06,231,ISC
2023,11,8,10,27,49.0,31.604,-103.986,5.49,0.14,231,ISC
2023,11,17,9,52,57.0,-30.289,117.753,5.01,0.05,8,ISC
2023,12,2,2,23,17.0,-10.653,-70.704,5.14,0.06,51,ISC
